state,city,sb_race,sb_age,sb_marital_status,sb_education,sd_race,sd_age,sd_marital_status,sd_education,time_together,num_monthly_dates,Gifts?,Happy?,Satisfied with give/receive?,Am I getting enough effort/support?,Allowance Type,PPM/Weekly allowance,Allowance Amount,sample,nmd,allowance_amount,per_meet_amount
California,Oceanside,White / Caucasian,46-55,Divorced,Some College,White / Caucasian,66-75,Divorced,Doctorate,More than 1 year,3-4,Yes,6.0,9.0,8.0,Monthly Allowance,,$10k or more,sugar_baby,3.5,10000.0,2857.1428571428573
California,LA,Latin / Hispanic,18-25,Single,Some College,White / Caucasian,26-35,Single,Doctorate,Less than a month,3-4,No,7.0,7.0,8.0,Pay Per Meet (PPM),$400-$499,,sugar_baby,3.5,1575.0,450.0
California,San Diego,White / Caucasian,26-35,Open Relationship,Bachelor Degree,White / Caucasian,56-65,Divorced,Bachelor Degree,Less than a month,1-2,No,7.0,7.0,7.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,1.5,2250.0,1500.0
California,Costa Mesa,White / Caucasian,36-45,Open Relationship,Bachelor Degree,Mixed,36-45,Open Relationship,Some College,Less than a month,1-2,Yes,5.0,5.0,1.0,Weekly Allowance,$500-$599,,sugar_baby,1.5,2200.0,1466.6666666666667
California,Santa barbara,White / Caucasian,26-35,Single,Some College,Middle Eastern,46-55,Open Relationship,Masters,1-3 months,3-4,No,10.0,10.0,10.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,3.5,5250.0,1500.0
California,Sacramento,Mixed,26-35,Married,Some College,Latin / Hispanic,26-35,Married,High School Diploma,1-3 months,1-2,Yes,7.0,5.0,6.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,1.5,825.0,550.0
California,San Jose,White / Caucasian,36-45,Single,Masters,East Indian,36-45,Open Relationship,Masters,1-3 months,1-2,Yes,9.0,9.0,10.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,1.5,825.0,550.0
California,Los Angeles,White / Caucasian,26-35,Divorced,Some College,Black/African Descent,36-45,Single,Masters,Less than a month,1-2,Yes,10.0,6.0,10.0,Monthly Allowance,,"$5k-$5,999",sugar_baby,1.5,5500.0,3666.6666666666665
California,Bay Area,Asian,36-45,Single,Masters,Asian,46-55,Separated,Masters,More than 1 year,3-4,Yes,10.0,9.0,9.0,Monthly Allowance,,"$3k-$3,999",sugar_baby,3.5,3500.0,1000.0
California,la,Asian,18-25,Single,Some College,Asian,36-45,Single,Masters,4-6 months,3-4,No,7.0,7.0,7.0,Pay Per Meet (PPM),$900-$999,,sugar_baby,3.5,3325.0,950.0
California,San Francisco,Mixed,26-35,Single,Some College,White / Caucasian,46-55,Single,Masters,Less than a month,3-4,Yes,9.0,10.0,10.0,Weekly Allowance,"$2k - $2,999",,sugar_baby,3.5,10000.0,2857.1428571428573
California,Santa Barbara,White / Caucasian,26-35,Single,Some College,Middle Eastern,46-55,Married,Masters,4-6 months,1-2,Yes,10.0,10.0,10.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,1.5,2250.0,1500.0
California,San francisco,Black/African Descent,18-25,Single,Bachelor Degree,East Indian,26-35,Single,Bachelor Degree,Less than a month,1-2,Yes,6.0,6.0,6.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,1.5,825.0,550.0
California,Anaheim,Asian,18-25,Single,Associate Degree,White / Caucasian,36-45,Single,Some College,Less than a month,1-2,No,7.0,4.0,3.0,Pay Per Meet (PPM),$700-$799,,sugar_baby,1.5,1125.0,750.0
California,La,Latin / Hispanic,36-45,Married,Associate Degree,Latin / Hispanic,36-45,Married,Bachelor Degree,1-3 months,5-6,No,4.0,4.0,4.0,Pay Per Meet (PPM),$400-$499,,sugar_baby,5.5,2475.0,450.0
California,San jose,Mixed,26-35,Single,Associate Degree,Middle Eastern,36-45,Married,Masters,1-3 months,3-4,Yes,8.0,10.0,10.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,3.5,5250.0,1500.0
California,Long Beach,Asian,26-35,Single,Some College,Asian,36-45,Single,Masters,Less than a month,3-4,Yes,10.0,10.0,10.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,3.5,1925.0,550.0
California,Visalia,White / Caucasian,26-35,Married,Associate Degree,East Indian,46-55,Single,Bachelor Degree,1-3 months,3-4,Yes,5.0,7.0,6.0,Pay Per Meet (PPM),"$2k - $2,999",,sugar_baby,3.5,8750.0,2500.0
California,San Francisco,White / Caucasian,46-55,Divorced,Masters,White / Caucasian,56-65,Divorced,Bachelor Degree,1-3 months,1-2,No,7.0,8.0,8.0,Pay Per Meet (PPM),$800-$899,,sugar_baby,1.5,1275.0,850.0
California,Los angeles,East Indian,26-35,Single,Masters,Asian,26-35,Married,Bachelor Degree,1-3 months,3-4,Yes,10.0,10.0,10.0,Monthly Allowance,,"$2k-$2,999",sugar_baby,3.5,2500.0,714.2857142857143
California,Santa Barbara,White / Caucasian,36-45,Separated,Bachelor Degree,White / Caucasian,56-65,Single,Doctorate,Less than a month,3-4,Yes,10.0,6.0,8.0,Monthly Allowance,,"$4k-$4,999",sugar_baby,3.5,4500.0,1285.7142857142858
California,San Francisco,Latin / Hispanic,26-35,Single,Some College,,56-65,Married,Masters,4-6 months,3-4,Yes,10.0,10.0,10.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,3.5,5250.0,1500.0
California,Los Angeles,White / Caucasian,18-25,Single,Associate Degree,White / Caucasian,56-65,Single,Masters,Less than a month,5-6,Yes,3.0,3.0,8.0,Weekly Allowance,"$1k - $1,999",,sugar_baby,5.5,6000.0,1090.909090909091
